,State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,Unnamed: 7,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,Unnamed: 12,Recipiency Rates All Programs ,Unnamed: 14
2478,FL,2010.0,3.0,9247,"6,851",457,11.1,8,"1,027",231.05,302.89,22.5,44,29.5,36
2479,FL,2010.0,4.0,9223,"7,065",457,10.8,7,993,203.28,266.06,20.5,49,26.8,45
2480,FL,2011.0,1.0,9189,"7,054",463,10.4,10,955,186.38,244.47,19.5,52,25.6,47
2481,FL,2011.0,2.0,9264,"7,074",455,10.1,8,932,162.45,209.02,17.4,51,22.4,46
2482,FL,2011.0,3.0,9312,"6,950",454,10.2,11,953,161.34,198.68,16.9,52,20.8,50
2483,FL,2011.0,4.0,9276,"7,164",453,9.3,11,865,135.01,170.03,15.6,52,19.6,51
2484,FL,2012.0,1.0,9238,"7,183",465,9.0,16,831,126.62,156.23,15.2,53,18.8,53
2485,FL,2012.0,2.0,9341,"7,205",470,8.7,14,809,125.75,141.62,15.5,51,17.5,51
2486,FL,2012.0,3.0,9394,"7,096",469,8.9,14,833,137.61,137.68,16.5,51,16.5,51
2487,FL,2012.0,4.0,9369,"7,341",473,8.0,16,754,122.37,122.4,16.2,51,16.2,51
2488,FL,2013.0,1.0,9329,"7,349",478,7.9,22,739,110.1,110.11,14.9,52,14.9,52
2489,FL,2013.0,2.0,9429,"7,370",486,7.5,20,710,105.39,105.39,14.8,52,14.9,52
2490,FL,2013.0,3.0,9483,"7,294",486,7.7,17,728,113.09,113.1,15.5,52,15.5,52
2491,FL,2013.0,4.0,9418,"7,541",488,7.0,17,657,98.32,98.33,15.0,52,15.0,52
2492,FL,2014.0,1.0,9466,"7,552",489,6.8,24,644,93.39,93.39,14.5,53,14.5,53
2493,FL,2014.0,2.0,9542,"7,598",493,6.4,20,607,87.22,87.22,14.4,50,14.4,50
2494,FL,2014.0,3.0,9606,"7,539",491,6.7,17,641,88.62,88.62,13.8,49,13.8,49
2495,FL,2014.0,4.0,9572,"7,808",497,5.9,18,567,71.66,71.66,12.6,52,12.6,52
2496,GA,2015.0,1.0,4737,"3,975",215.0,6.4,15,304.0,43.27,43.27,14.3,50,14.3,50
2497,GA,2015.0,2.0,4745,"4,047",218.0,6.2,11,292.0,36.29,36.29,12.4,49,12.4,49
2498,GA,2015.0,3.0,4724,"4,059",220.0,6.1,11,288.0,37.58,37.58,13.0,49,13.0,49
2499,GA,2015.0,4.0,4731,"4,131",221.0,5.6,12,266.0,35.73,35.73,13.4,51,13.4,51
2500,GA,2016.0,1.0,4778,"4,085",225.0,5.7,16,271.0,37.23,37.23,13.7,50,13.7,50
2501,GA,2016.0,2.0,4871,"4,162",229.0,5.4,14,261.0,30.5,30.5,11.7,49,11.7,49
2502,GA,2016.0,3.0,4978,"4,171",228.0,5.6,13,278.0,30.79,30.79,11.1,50,11.1,50
2503,GA,2016.0,4.0,5060,"4,233",230.0,5.2,11,262.0,29.31,29.31,11.2,50,11.2,50
2504,GA,2017.0,1.0,5089,"4,184",232.0,5.2,16,265.0,32.98,32.98,12.5,50,12.5,50
2505,GA,2017.0,2.0,5102,"4,241",234.0,4.8,13,245.0,27.46,27.46,11.2,51,11.2,51
2506,GA,2017.0,3.0,5125,"4,244",234.0,4.8,16,244.0,28.0,28.0,11.5,50,11.5,50
2507,GA,2017.0,4.0,5115,"4,312",237.0,4.3,14,219.0,26.78,26.78,12.2,51,12.2,51
2508,GA,2018.0,1.0,5142,"4,265",240.0,4.3,25,223.0,30.1,30.1,13.5,48,13.5,48
2509,GA,2018.0,2.0,5131,"4,323",243.0,4.0,18,203.0,25.08,25.08,12.3,48,12.3,48
2510,GA,2018.0,3.0,5108,"4,336",243.0,3.9,24,200.0,25.32,25.32,12.7,49,12.7,49
2511,GA,2018.0,4.0,5126,"4,390",247.0,3.7,19,191.0,24.85,24.85,13.0,46,13.0,46
2512,GA,2019.0,1.0,5149,"4,360",249.0,3.9,28,202.0,26.69,26.69,13.2,46,13.2,46
2513,GA,2019.0,2.0,5141,"4,401",253.0,3.5,21,182.0,23.51,23.51,12.9,46,12.9,46
2514,GA,2019.0,3.0,5171,"4,407",246.0,3.6,23,187.0,25.7,25.7,13.8,47,13.8,47
2515,GA,2019.0,4.0,5201,"4,469",249.0,3.2,24,169.0,25.11,25.11,14.9,46,14.9,46
2516,GA,2020.0,1.0,5225,"4,419",249.0,3.8,32,200.0,46.04,46.04,23.0,43,23.0,43
2517,GA,2020.0,2.0,4979,"3,972",255.0,10.1,35,504.0,713.05,713.05,141.4,5,141.4,5
2518,GA,2020.0,3.0,4945,"4,137",260.0,7.0,32,347.0,583.92,587.38,168.3,3,169.3,3
2519,GA,2020.0,4.0,5182,"4,274",265.0,5.1,32,264.0,257.08,275.19,97.4,4,104.2,5
2520,HI,2015.0,1.0,669,599,31.0,3.7,50,25.0,9.48,9.48,38.1,16,38.1,16
2521,HI,2015.0,2.0,672,603,31.0,3.6,46,24.0,8.5,8.5,34.8,11,34.8,11
2522,HI,2015.0,3.0,669,602,31.0,3.3,49,22.0,8.0,8.0,35.9,9,35.9,9
2523,HI,2015.0,4.0,672,615,31.0,3.0,48,20.0,7.12,7.12,35.1,16,35.1,16
2524,HI,2016.0,1.0,678,611,31.0,2.9,53,20.0,7.08,7.08,35.4,21,35.4,21
2525,HI,2016.0,2.0,678,614,32.0,3.1,50,21.0,7.37,7.37,35.2,14,35.2,14
2526,HI,2016.0,3.0,680,611,32.0,2.9,50,20.0,7.81,7.81,39.4,6,39.4,6
2527,HI,2016.0,4.0,680,621,32.0,2.6,51,18.0,7.86,7.86,44.8,6,44.8,6
2528,HI,2017.0,1.0,701,619,32.0,2.5,53,18.0,8.58,8.58,48.1,11,48.1,11
2529,HI,2017.0,2.0,699,621,32.0,2.4,52,17.0,8.16,8.16,48.1,2,48.1,2
2530,HI,2017.0,3.0,693,616,32.0,2.1,53,15.0,8.06,8.06,55.4,2,55.4,2
2531,HI,2017.0,4.0,689,627,32.0,1.8,53,12.0,7.89,7.89,63.7,2,63.7,2
2532,HI,2018.0,1.0,696,623,32.0,2.1,53,14.0,8.03,8.03,55.6,5,55.6,5
2533,HI,2018.0,2.0,696,626,32.0,2.4,51,17.0,7.35,7.35,44.3,6,44.3,6
2534,HI,2018.0,3.0,691,619,33.0,2.5,47,18.0,7.25,7.25,41.3,5,41.3,5
2535,HI,2018.0,4.0,688,631,33.0,2.6,46,18.0,7.22,7.22,40.5,10,40.5,10
2536,HI,2019.0,1.0,687,624,33.0,2.7,52,19.0,7.87,7.87,42.5,13,42.5,13
2537,HI,2019.0,2.0,683,624,33.0,2.6,47,18.0,7.17,7.17,40.2,8,40.2,8
2538,HI,2019.0,3.0,685,619,33.0,2.6,43,17.0,7.46,7.46,42.6,5,42.6,5
2539,HI,2019.0,4.0,690,630,33.0,2.2,49,15.0,6.4,6.4,41.7,11,41.7,11
2540,HI,2020.0,1.0,691,625,33.0,2.1,53,15.0,8.8,8.8,60.4,8,60.4,8
2541,HI,2020.0,2.0,660,480,34.0,20.3,3,134.0,107.57,107.57,80.4,34,80.4,34
2542,HI,2020.0,3.0,656,483,34.0,14.2,3,93.0,125.73,125.73,134.8,7,134.8,7
2543,HI,2020.0,4.0,657,512,35.0,10.6,2,70.0,50.7,51.04,72.8,9,73.3,14
2544,IA,2015.0,1.0,1698,"1,481",76.0,4.4,44,75.0,35.38,35.38,47.4,11,47.4,11
2545,IA,2015.0,2.0,1706,"1,528",76.0,3.6,46,61.0,19.55,19.55,32.0,16,32.0,16
2546,IA,2015.0,3.0,1700,"1,517",77.0,3.5,44,59.0,19.01,19.01,32.2,12,32.2,12
2547,IA,2015.0,4.0,1698,"1,525",77.0,3.4,44,57.0,22.15,22.15,38.6,10,38.6,10
2548,IA,2016.0,1.0,1705,"1,492",77.0,4.2,43,71.0,35.89,35.89,50.4,8,50.4,8
2549,IA,2016.0,2.0,1709,"1,535",77.0,3.5,44,60.0,20.28,20.28,33.9,15,33.9,15
2550,IA,2016.0,3.0,1709,"1,530",78.0,3.5,43,60.0,18.73,18.73,31.3,15,31.3,15
2551,IA,2016.0,4.0,1689,"1,531",78.0,3.2,45,53.0,20.74,20.74,39.0,10,39.0,10
2552,IA,2017.0,1.0,1691,"1,493",78.0,3.8,44,65.0,35.19,35.19,54.2,5,54.2,5
2553,IA,2017.0,2.0,1703,"1,538",78.0,3.0,46,51.0,19.33,19.33,38.0,10,38.0,10
2554,IA,2017.0,3.0,1705,"1,526",78.0,2.9,46,49.0,16.66,16.66,33.7,10,33.7,10
2555,IA,2017.0,4.0,1691,"1,534",79.0,2.5,49,42.0,17.02,17.02,40.5,10,40.5,10
2556,IA,2018.0,1.0,1696,"1,502",79.0,3.3,44,56.0,31.71,31.71,56.3,4,56.3,4
2557,IA,2018.0,2.0,1715,"1,547",79.0,2.4,51,41.0,16.69,16.69,40.5,9,40.5,9
2558,IA,2018.0,3.0,1716,"1,536",79.0,2.3,51,40.0,14.14,14.14,35.2,11,35.2,11
2559,IA,2018.0,4.0,1721,"1,544",79.0,2.2,50,38.0,17.82,17.82,46.5,7,46.5,7
2560,IA,2019.0,1.0,1728,"1,506",80.0,3.2,45,55.0,29.42,29.42,53.2,6,53.2,6
2561,IA,2019.0,2.0,1741,"1,550",80.0,2.5,49,43.0,16.54,16.54,38.3,9,38.3,9
2562,IA,2019.0,3.0,1752,"1,540",81.0,2.6,43,46.0,15.57,15.57,34.0,10,34.0,10
2563,IA,2019.0,4.0,1748,"1,547",81.0,2.4,48,42.0,18.57,18.57,44.0,8,44.0,8
2564,IA,2020.0,1.0,1726,"1,507",81.0,3.2,46,55.0,37.05,37.05,66.9,5,66.9,5
2565,IA,2020.0,2.0,1658,"1,400",81.0,8.7,46,145.0,161.84,161.84,111.9,12,111.9,12
2566,IA,2020.0,3.0,1638,"1,448",82.0,5.0,49,81.0,85.97,87.9,105.5,17,107.9,16
2567,IA,2020.0,4.0,1653,"1,476",82.0,3.8,48,63.0,39.5,41.57,62.4,19,65.7,25
2568,ID,2015.0,1.0,783,628,48.0,4.6,39,36.0,13.16,13.16,36.6,19,36.6,19
2569,ID,2015.0,2.0,796,654,49.0,3.7,44,29.0,7.12,7.12,24.2,31,24.2,31
2570,ID,2015.0,3.0,801,665,49.0,3.6,43,29.0,5.67,5.67,19.9,36,19.9,36
2571,ID,2015.0,4.0,800,662,50.0,3.7,42,30.0,7.65,7.65,25.8,30,25.8,30
2572,ID,2016.0,1.0,803,650,50.0,4.4,42,36.0,11.52,11.52,32.3,26,32.3,26
2573,ID,2016.0,2.0,813,677,50.0,3.4,45,28.0,6.39,6.39,22.8,33,22.8,33
2574,ID,2016.0,3.0,820,689,51.0,3.4,44,28.0,5.42,5.42,19.5,33,19.5,33
2575,ID,2016.0,4.0,816,684,51.0,3.4,41,28.0,7.3,7.3,26.5,27,26.5,27
2576,ID,2017.0,1.0,826,669,52.0,4.1,39,34.0,13.16,13.16,38.8,19,38.8,19
2577,ID,2017.0,2.0,837,697,53.0,2.9,49,25.0,6.31,6.31,25.6,29,25.6,29
2578,ID,2017.0,3.0,848,707,53.0,2.9,46,24.0,4.56,4.56,18.8,36,18.8,36
2579,ID,2017.0,4.0,848,703,54.0,2.9,42,25.0,6.52,6.52,26.2,28,26.2,28
2580,ID,2018.0,1.0,850,694,55.0,3.6,41,31.0,10.27,10.27,33.4,22,33.4,22
2581,ID,2018.0,2.0,861,720,55.0,2.6,48,23.0,4.84,4.84,21.3,32,21.3,32
2582,ID,2018.0,3.0,868,730,56.0,2.5,47,22.0,4.03,4.03,18.6,34,18.6,34
2583,ID,2018.0,4.0,871,726,56.0,2.7,41,24.0,5.93,5.93,25.1,24,25.1,24
2584,ID,2019.0,1.0,876,715,57.0,3.7,35,33.0,10.22,10.22,31.4,24,31.4,24
2585,ID,2019.0,2.0,885,741,58.0,2.7,44,24.0,4.86,4.86,20.6,33,20.6,33
2586,ID,2019.0,3.0,896,751,59.0,2.6,43,23.0,3.89,3.89,16.6,37,16.6,37
2587,ID,2019.0,4.0,898,749,60.0,2.6,42,23.0,5.49,5.49,23.7,31,23.7,31
2588,ID,2020.0,1.0,898,737,61.0,3.5,38,31.0,12.08,12.08,38.8,24,38.8,24
2589,ID,2020.0,2.0,891,703,61.0,9.4,39,84.0,50.47,50.47,60.2,51,60.2,51
2590,ID,2020.0,3.0,903,745,62.0,5.3,46,48.0,16.72,16.81,35.0,53,35.1,53
2591,ID,2020.0,4.0,907,752,64.0,4.0,47,36.0,8.84,8.84,24.7,51,24.7,52
2592,IL,2015.0,1.0,6457,"5,623",307.0,6.5,12,422.0,151.34,151.34,35.9,20,35.9,20
2593,IL,2015.0,2.0,6525,"5,804",311.0,5.9,14,384.0,111.97,111.97,29.2,24,29.2,24
2594,IL,2015.0,3.0,6530,"5,797",315.0,5.8,13,380.0,106.36,106.36,28.0,24,28.0,24
2595,IL,2015.0,4.0,6535,"5,849",317.0,5.9,8,382.0,109.77,109.77,28.7,24,28.7,24
2596,IL,2016.0,1.0,6571,"5,703",314.0,6.6,5,437.0,154.68,154.68,35.4,21,35.4,21
2597,IL,2016.0,2.0,6582,"5,839",317.0,5.8,8,384.0,114.1,114.1,29.7,23,29.7,23
2598,IL,2016.0,3.0,6573,"5,838",319.0,5.7,12,377.0,103.41,103.41,27.4,22,27.4,22
2599,IL,2016.0,4.0,6509,"5,882",320.0,5.3,9,348.0,98.98,98.98,28.5,23,28.5,23
2600,IL,2017.0,1.0,6541,"5,735",316.0,5.6,8,363.0,146.57,146.57,40.4,17,40.4,17
2601,IL,2017.0,2.0,6560,"5,879",314.0,4.8,13,313.0,105.65,105.65,33.7,17,33.7,17
2602,IL,2017.0,3.0,6590,"5,879",325.0,4.9,12,326.0,95.33,95.33,29.2,16,29.2,16
2603,IL,2017.0,4.0,6558,"5,926",326.0,4.5,9,295.0,92.84,92.84,31.5,18,31.5,18
2604,IL,2018.0,1.0,6533,"5,780",324.0,4.9,11,319.0,135.98,135.98,42.6,16,42.6,16
2605,IL,2018.0,2.0,6557,"5,918",330.0,4.1,15,271.0,94.82,94.82,35.0,15,35.0,15
2606,IL,2018.0,3.0,6576,"5,919",332.0,4.3,11,282.0,82.34,82.34,29.2,15,29.2,15
2607,IL,2018.0,4.0,6564,"5,958",332.0,4.2,11,274.0,85.85,85.85,31.3,20,31.3,20
2608,IL,2019.0,1.0,6549,"5,809",329.0,4.9,9,319.0,123.04,123.04,38.6,16,38.6,16
2609,IL,2019.0,2.0,6547,"5,952",332.0,3.9,15,253.0,89.54,89.54,35.5,12,35.5,12
2610,IL,2019.0,3.0,6567,"5,936",334.0,3.9,17,253.0,84.31,84.31,33.3,12,33.3,12
2611,IL,2019.0,4.0,6512,"5,971",336.0,3.3,20,217.0,87.34,87.34,40.3,13,40.3,13
2612,IL,2020.0,1.0,6453,"5,819",329.0,4.5,18,291.0,132.78,132.78,45.6,16,45.6,16
2613,IL,2020.0,2.0,6258,"5,189",331.0,15.2,7,949.0,597.32,597.32,63.0,49,63.0,49
2614,IL,2020.0,3.0,6297,"5,425",332.0,10.1,10,638.0,519.95,533.28,81.5,32,83.6,31
2615,IL,2020.0,4.0,6276,"5,520",330.0,7.4,11,465.0,316.71,342.76,68.0,12,73.6,13
2616,IN,2015.0,1.0,3222,"2,839",125.0,5.7,29,183.0,40.87,40.87,22.4,40,22.4,40
2617,IN,2015.0,2.0,3276,"2,916",127.0,4.6,34,152.0,25.24,25.24,16.6,43,16.6,43
2618,IN,2015.0,3.0,3275,"2,915",127.0,4.5,35,146.0,23.41,23.41,16.1,47,16.1,47
2619,IN,2015.0,4.0,3292,"2,952",128.0,4.4,30,146.0,25.48,25.48,17.5,43,17.5,43
2620,IN,2016.0,1.0,3316,"2,893",128.0,5.1,29,168.0,38.32,38.32,22.8,39,22.8,39
2621,IN,2016.0,2.0,3353,"2,956",128.0,4.3,34,144.0,25.24,25.24,17.5,40,17.5,40
2622,IN,2016.0,3.0,3348,"2,963",128.0,4.2,36,141.0,22.46,22.46,15.9,44,15.9,44
2623,IN,2016.0,4.0,3310,"2,985",128.0,3.9,35,128.0,23.1,23.1,18.1,38,18.1,38
2624,IN,2017.0,1.0,3306,"2,927",129.0,4.1,39,137.0,32.44,32.44,23.7,36,23.7,36
2625,IN,2017.0,2.0,3345,"2,992",129.0,3.2,43,107.0,21.36,21.36,20.0,35,20.0,35
2626,IN,2017.0,3.0,3353,"2,986",129.0,3.5,40,118.0,19.98,19.98,16.9,41,16.9,41
2627,IN,2017.0,4.0,3330,"3,016",130.0,3.2,36,105.0,21.61,21.61,20.6,38,20.6,38
2628,IN,2018.0,1.0,3353,"2,963",131.0,3.7,38,125.0,28.36,28.36,22.7,37,22.7,37
2629,IN,2018.0,2.0,3414,"3,023",132.0,3.3,35,112.0,19.32,19.32,17.3,40,17.3,40
2630,IN,2018.0,3.0,3409,"3,023",132.0,3.3,36,114.0,17.9,17.9,15.7,45,15.7,45
2631,IN,2018.0,4.0,3394,"3,046",132.0,3.3,29,112.0,19.48,19.48,17.3,41,17.3,41
2632,IN,2019.0,1.0,3398,"3,007",134.0,4.0,25,137.0,26.41,26.41,19.3,42,19.3,42
2633,IN,2019.0,2.0,3391,"3,046",131.0,3.1,34,104.0,17.9,17.9,17.3,41,17.3,41
2634,IN,2019.0,3.0,3406,"3,035",132.0,3.2,33,108.0,16.78,16.78,15.6,43,15.6,43
2635,IN,2019.0,4.0,3404,"3,066",132.0,3.0,29,102.0,18.67,18.67,18.4,41,18.4,41
2636,IN,2020.0,1.0,3358,"2,997",133.0,3.9,31,131.0,39.32,39.32,30.1,30,30.1,30
2637,IN,2020.0,2.0,3266,"2,697",134.0,13.1,14,428.0,296.75,296.75,69.4,45,69.4,45
2638,IN,2020.0,3.0,3337,"2,875",134.0,7.4,30,246.0,175.42,177.72,71.4,40,72.3,40
2639,IN,2020.0,4.0,3354,"2,943",135.0,4.9,33,166.0,81.69,83.37,49.3,34,50.3,37
2640,KS,2015.0,1.0,1489,"1,326",70.0,4.5,42,68.0,23.5,23.5,34.8,22,34.8,22
2641,KS,2015.0,2.0,1496,"1,351",70.0,4.3,40,64.0,17.51,17.51,27.2,29,27.2,29
2642,KS,2015.0,3.0,1495,"1,335",70.0,4.2,38,63.0,15.35,15.35,24.4,30,24.4,30
2643,KS,2015.0,4.0,1494,"1,357",72.0,3.6,43,54.0,13.87,13.87,25.6,31,25.6,31
2644,KS,2016.0,1.0,1495,"1,331",73.0,4.1,44,62.0,18.81,18.81,30.5,28,30.5,28
2645,KS,2016.0,2.0,1496,"1,355",74.0,3.9,39,58.0,13.89,13.89,23.8,32,23.8,32
2646,KS,2016.0,3.0,1492,"1,336",74.0,4.4,34,65.0,12.64,12.64,19.5,33,19.5,33
2647,KS,2016.0,4.0,1485,"1,361",74.0,3.7,38,55.0,11.26,11.26,20.4,34,20.4,34
2648,KS,2017.0,1.0,1485,"1,335",74.0,3.9,43,58.0,15.2,15.2,26.0,31,26.0,31
2649,KS,2017.0,2.0,1491,"1,350",74.0,3.6,36,53.0,11.28,11.28,21.2,33,21.2,33
2650,KS,2017.0,3.0,1496,"1,336",72.0,3.9,32,58.0,10.69,10.69,18.4,37,18.4,37
2651,KS,2017.0,4.0,1482,"1,365",75.0,3.1,39,45.0,9.31,9.31,20.5,39,20.5,39
2652,KS,2018.0,1.0,1486,"1,341",75.0,3.6,41,54.0,13.47,13.47,24.8,32,24.8,32
2653,KS,2018.0,2.0,1495,"1,364",75.0,3.3,35,49.0,8.86,8.86,18.1,39,18.1,39
2654,KS,2018.0,3.0,1496,"1,350",75.0,3.5,33,53.0,8.46,8.46,16.1,44,16.1,44
2655,KS,2018.0,4.0,1497,"1,377",75.0,3.0,36,45.0,8.8,8.8,19.6,38,19.6,38
2656,KS,2019.0,1.0,1497,"1,353",76.0,3.6,38,53.0,10.95,10.95,20.5,38,20.5,38
2657,KS,2019.0,2.0,1499,"1,376",75.0,3.0,36,46.0,7.99,7.99,17.5,39,17.5,39
2658,KS,2019.0,3.0,1510,"1,358",75.0,3.3,31,51.0,8.36,8.36,16.5,39,16.5,39
2659,KS,2019.0,4.0,1512,"1,384",75.0,2.7,39,41.0,8.03,8.03,19.3,39,19.3,39
2660,KS,2020.0,1.0,1506,"1,356",76.0,3.3,43,50.0,13.7,13.7,27.5,35,27.5,35
2661,KS,2020.0,2.0,1486,"1,250",76.0,9.5,38,141.0,98.4,98.4,69.9,44,69.9,44
2662,KS,2020.0,3.0,1506,"1,284",77.0,6.2,42,93.0,65.68,66.22,70.7,41,71.2,41
2663,KS,2020.0,4.0,1509,"1,320",77.0,4.3,43,65.0,59.56,61.69,91.1,6,94.3,7
2664,KY,2015.0,1.0,1971,"1,767",91.0,5.8,26,115.0,30.74,30.74,26.8,34,26.8,34
2665,KY,2015.0,2.0,1991,"1,807",91.0,5.2,27,104.0,23.04,23.04,22.1,33,22.1,33
2666,KY,2015.0,3.0,1975,"1,784",92.0,5.1,25,100.0,22.45,22.45,22.4,32,22.4,32
2667,KY,2015.0,4.0,1981,"1,838",92.0,4.8,23,95.0,20.09,20.09,21.2,37,21.2,37
2668,KY,2016.0,1.0,1993,"1,799",92.0,5.6,17,112.0,29.16,29.16,25.9,36,25.9,36
2669,KY,2016.0,2.0,2020,"1,836",93.0,5.0,19,100.0,22.4,22.4,22.4,34,22.4,34
2670,KY,2016.0,3.0,2025,"1,810",93.0,4.9,26,100.0,21.61,21.61,21.6,30,21.6,30
2671,KY,2016.0,4.0,2025,"1,853",93.0,4.6,22,92.0,18.7,18.7,20.2,36,20.2,36
2672,KY,2017.0,1.0,2042,"1,817",93.0,5.6,8,113.0,24.44,24.44,21.5,40,21.5,40
2673,KY,2017.0,2.0,2067,"1,848",93.0,4.9,9,102.0,18.84,18.84,18.6,38,18.6,38
2674,KY,2017.0,3.0,2060,"1,819",93.0,4.7,17,98.0,18.91,18.91,19.4,35,19.4,35
2675,KY,2017.0,4.0,2045,"1,869",93.0,3.9,25,80.0,17.06,17.06,21.3,36,21.3,36
2676,KY,2018.0,1.0,2043,"1,826",94.0,4.7,18,96.0,23.31,23.31,24.2,33,24.2,33
2677,KY,2018.0,2.0,2068,"1,862",94.0,4.2,13,88.0,17.06,17.06,19.5,36,19.5,36
2678,KY,2018.0,3.0,2053,"1,834",95.0,4.2,15,86.0,18.7,18.7,21.7,29,21.7,29
2679,KY,2018.0,4.0,2047,"1,876",95.0,3.7,19,77.0,15.23,15.23,19.9,37,19.9,37
2680,KY,2019.0,1.0,2048,"1,840",95.0,4.7,11,96.0,20.06,20.06,21.0,37,21.0,37
2681,KY,2019.0,2.0,2067,"1,871",96.0,4.1,10,85.0,15.88,15.88,18.7,37,18.7,37
2682,KY,2019.0,3.0,2072,"1,848",96.0,4.1,14,84.0,17.06,17.06,20.2,33,20.2,33
2683,KY,2019.0,4.0,2072,"1,893",96.0,3.6,16,74.0,16.76,16.76,22.5,36,22.5,36
2684,KY,2020.0,1.0,2056,"1,851",97.0,4.7,15,96.0,27.12,27.12,28.1,33,28.1,33
2685,KY,2020.0,2.0,2003,"1,644",97.0,11.7,23,235.0,211.71,211.71,90.1,24,90.1,24
2686,KY,2020.0,3.0,1973,"1,733",98.0,5.3,46,104.0,126.24,129.34,121.7,11,124.7,11
2687,KY,2020.0,4.0,1989,"1,801",98.0,4.3,43,86.0,53.23,104.81,61.7,21,121.5,2
2688,LA,2015.0,1.0,2148,"1,894",99.0,6.5,12,140.0,20.32,20.32,14.5,49,14.5,49
2689,LA,2015.0,2.0,2172,"1,906",98.0,6.5,8,142.0,22.73,22.73,16.0,46,16.0,46
2690,LA,2015.0,3.0,2151,"1,890",99.0,6.4,7,138.0,24.41,24.41,17.6,41,17.6,41
2691,LA,2015.0,4.0,2130,"1,912",99.0,5.6,12,119.0,16.45,16.45,13.8,48,13.8,48
2692,LA,2016.0,1.0,2118,"1,876",99.0,6.0,10,126.0,13.96,13.96,11.1,52,11.1,52
2693,LA,2016.0,2.0,2139,"1,886",99.0,6.2,5,132.0,15.0,15.0,11.4,51,11.4,51
2694,LA,2016.0,3.0,2134,"1,865",99.0,6.6,4,142.0,17.1,17.1,12.1,49,12.1,49
2695,LA,2016.0,4.0,2103,"1,884",99.0,5.5,6,116.0,15.73,15.73,13.5,48,13.5,48
2696,LA,2017.0,1.0,2095,"1,866",100.0,5.6,8,117.0,17.66,17.66,15.1,47,15.1,47
2697,LA,2017.0,2.0,2114,"1,883",99.0,5.3,7,112.0,16.84,16.84,15.1,47,15.1,47
2698,LA,2017.0,3.0,2121,"1,866",99.0,5.4,7,114.0,17.66,17.66,15.5,49,15.5,49
2699,LA,2017.0,4.0,2104,"1,891",100.0,4.3,14,90.0,13.94,13.94,15.5,46,15.5,46
2700,LA,2018.0,1.0,2096,"1,873",100.0,4.6,21,97.0,12.02,12.02,12.4,50,12.4,50
2701,LA,2018.0,2.0,2125,"1,896",100.0,5.1,5,108.0,11.92,11.92,11.1,51,11.1,51
2702,LA,2018.0,3.0,2114,"1,882",101.0,5.2,4,110.0,13.92,13.92,12.6,50,12.6,50
2703,LA,2018.0,4.0,2104,"1,911",101.0,4.4,9,92.0,11.36,11.36,12.3,47,12.3,47
2704,LA,2019.0,1.0,2087,"1,885",101.0,4.5,17,94.0,10.93,10.93,11.7,49,11.7,49
2705,LA,2019.0,2.0,2103,"1,899",101.0,4.5,9,95.0,10.37,10.37,10.9,49,10.9,49
2706,LA,2019.0,3.0,2109,"1,878",101.0,5.0,6,106.0,11.12,11.12,10.5,49,10.5,49
2707,LA,2019.0,4.0,2108,"1,906",102.0,4.6,6,96.0,11.11,11.11,11.6,48,11.6,48
2708,LA,2020.0,1.0,2083,"1,877",102.0,5.2,10,109.0,22.22,22.22,20.5,48,20.5,48
2709,LA,2020.0,2.0,2008,"1,652",103.0,12.4,19,250.0,279.44,279.44,111.9,12,111.9,12
2710,LA,2020.0,3.0,2060,"1,699",104.0,9.7,13,200.0,253.51,254.0,126.5,9,126.7,10
2711,LA,2020.0,4.0,2058,"1,764",104.0,7.2,12,148.0,88.62,90.93,59.7,24,61.3,28
2712,ME,2015.0,1.0,683,555,42.0,5.6,32,38.0,14.93,14.93,39.0,15,39.0,15
2713,ME,2015.0,2.0,690,585,42.0,4.5,35,31.0,8.94,8.94,29.0,25,29.0,25
2714,ME,2015.0,3.0,696,599,43.0,3.7,42,26.0,5.49,5.49,21.3,33,21.3,33
2715,ME,2015.0,4.0,683,586,44.0,3.9,39,26.0,6.54,6.54,24.9,32,24.9,32
2716,ME,2016.0,1.0,681,565,44.0,4.6,35,32.0,12.27,12.27,38.8,17,38.8,17
2717,ME,2016.0,2.0,693,592,45.0,3.8,41,26.0,7.25,7.25,27.9,27,27.9,27
2718,ME,2016.0,3.0,707,607,44.0,3.4,44,24.0,4.68,4.68,19.7,31,19.7,31
2719,ME,2016.0,4.0,695,592,45.0,3.4,41,23.0,5.52,5.52,23.6,31,23.6,31
2720,ME,2017.0,1.0,695,571,46.0,4.1,39,28.0,10.25,10.25,36.1,23,36.1,23
2721,ME,2017.0,2.0,705,596,46.0,3.4,40,24.0,6.59,6.59,27.3,25,27.3,25
2722,ME,2017.0,3.0,716,611,46.0,3.0,44,21.0,4.18,4.18,19.6,33,19.6,33
2723,ME,2017.0,4.0,699,598,46.0,3.0,40,21.0,4.83,4.83,23.0,33,23.0,33
2724,ME,2018.0,1.0,691,577,46.0,3.7,38,25.0,8.61,8.61,34.0,21,34.0,21
2725,ME,2018.0,2.0,702,603,45.0,3.2,38,22.0,5.42,5.42,24.5,23,24.5,23
